,Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
283,2020-08-11,20593555758439.35,5909593934131.9,26503149692571.25,1,2020,4,2020,3,8,11
284,2020-08-10,20602395595705.06,5903091879409.5,26505487475114.56,1,2020,4,2020,3,8,10
285,2020-08-07,20601430782095.04,5897002514076.22,26498433296171.26,1,2020,4,2020,3,8,7
286,2020-08-06,20601228490475.07,5897104426590.86,26498332917065.93,1,2020,4,2020,3,8,6
287,2020-08-05,20608720828297.64,5895578701319.82,26504299529617.46,1,2020,4,2020,3,8,5
288,2020-08-04,20607116213547.84,5896121345173.34,26503237558721.18,1,2020,4,2020,3,8,4
289,2020-08-03,20631639311469.31,5879515652660.75,26511154964130.06,1,2020,4,2020,3,8,3
290,2020-07-31,20634399708136.4,5890553743441.2,26524953451577.6,1,2020,4,2020,3,7,31
291,2020-07-30,20571972112207.36,5933343187761.62,26505315299968.98,1,2020,4,2020,3,7,30
292,2020-07-29,20584415231346.35,5935989833713.22,26520405065059.57,1,2020,4,2020,3,7,29
293,2020-07-28,20584109576599.66,5937439108569.89,26521548685169.55,1,2020,4,2020,3,7,28
294,2020-07-27,20613829476218.54,5932855195339.2,26546684671557.74,1,2020,4,2020,3,7,27
295,2020-07-24,20613985069366.96,5922808101648.83,26536793171015.79,1,2020,4,2020,3,7,24
296,2020-07-23,20614085168487.62,5924789560070.25,26538874728557.87,1,2020,4,2020,3,7,23
297,2020-07-22,20571200822079.13,5920570063185.88,26491770885265.01,1,2020,4,2020,3,7,22
298,2020-07-21,20568775046149.69,5937090365150.87,26505865411300.56,1,2020,4,2020,3,7,21
299,2020-07-20,20612265803536.08,5921855114725.21,26534120918261.29,1,2020,4,2020,3,7,20
300,2020-07-17,20612219680437.71,5920145726911.4,26532365407349.11,1,2020,4,2020,3,7,17
301,2020-07-16,20611921079550.83,5917339138678.45,26529260218229.28,1,2020,4,2020,3,7,16
302,2020-07-15,20574380830507.8,5911091609553.12,26485472440060.92,1,2020,4,2020,3,7,15
303,2020-07-14,20539873335812.51,5909778434443.54,26449651770256.05,1,2020,4,2020,3,7,14
304,2020-07-13,20583461928475.0,5904639271901.64,26488101200376.64,1,2020,4,2020,3,7,13
305,2020-07-10,20583643590483.9,5901443005856.5,26485086596340.4,1,2020,4,2020,3,7,10
306,2020-07-09,20583805536797.77,5904003221453.18,26487808758250.95,1,2020,4,2020,3,7,9
307,2020-07-08,20556762712165.8,5889983666445.02,26446746378610.82,1,2020,4,2020,3,7,8
308,2020-07-07,20554746176759.01,5906088060271.54,26460834237030.55,1,2020,4,2020,3,7,7
309,2020-07-06,20558806159126.36,5901550077909.24,26460356237035.6,1,2020,4,2020,3,7,6
310,2020-07-03,20559307340665.1,5888615377606.56,26447922718271.66,1,2020,4,2020,3,7,3
311,2020-07-02,20559461021603.62,5897618691327.25,26457079712930.87,1,2020,4,2020,3,7,2
312,2020-07-01,20524313675569.22,5904652555547.92,26428966231117.14,1,2020,4,2020,3,7,1
313,2020-06-30,20530278232389.35,5946962620735.41,26477240853124.76,1,2020,3,2020,2,6,30
314,2020-06-29,20427662059462.73,5896965871626.81,26324627931089.54,1,2020,3,2020,2,6,29
315,2020-06-26,20428175376968.14,5888715817382.39,26316891194350.53,1,2020,3,2020,2,6,26
316,2020-06-25,20408678291738.93,5892524387272.47,26301202679011.4,1,2020,3,2020,2,6,25
317,2020-06-24,20340847570951.0,5896965542850.78,26237813113801.78,1,2020,3,2020,2,6,24
318,2020-06-23,20340264414421.01,5911470378725.99,26251734793147.0,1,2020,3,2020,2,6,23
319,2020-06-22,20335130195671.64,5908712851687.19,26243843047358.83,1,2020,3,2020,2,6,22
320,2020-06-19,20336112764745.13,5904630434200.05,26240743198945.18,1,2020,3,2020,2,6,19
321,2020-06-18,20327930887347.94,5905741016100.39,26233671903448.33,1,2020,3,2020,2,6,18
322,2020-06-17,20241116522461.44,5903365781128.57,26144482303590.01,1,2020,3,2020,2,6,17
323,2020-06-16,20241259986107.24,5912352145943.62,26153612132050.86,1,2020,3,2020,2,6,16
324,2020-06-15,20230458100915.75,5900837058276.1,26131295159191.85,1,2020,3,2020,2,6,15
325,2020-06-12,20166569027872.95,5895845722823.13,26062414750696.08,1,2020,3,2020,2,6,12
326,2020-06-11,20165903564781.3,5896763312446.86,26062666877228.16,1,2020,3,2020,2,6,11
327,2020-06-10,20096329220086.49,5890600265573.23,25986929485659.72,1,2020,3,2020,2,6,10
328,2020-06-09,20096761240012.96,5906990272331.95,26003751512344.91,1,2020,3,2020,2,6,9
329,2020-06-08,20061738133725.58,5898809787260.53,25960547920986.11,1,2020,3,2020,2,6,8
330,2020-06-05,20031293630338.74,5888419967618.93,25919713597957.67,1,2020,3,2020,2,6,5
331,2020-06-04,20031546217610.87,5888539425419.01,25920085643029.88,1,2020,3,2020,2,6,4
332,2020-06-03,19948602683005.32,5881525870703.24,25830128553708.56,1,2020,3,2020,2,6,3
333,2020-06-02,19948717654707.95,5892876099180.46,25841593753888.41,1,2020,3,2020,2,6,2
334,2020-06-01,19868879659973.24,5882590379726.05,25751470039699.29,1,2020,3,2020,2,6,1
335,2020-05-29,19812769028672.42,5933491158070.24,25746260186742.66,1,2020,3,2020,2,5,29
336,2020-05-28,19765841489593.14,5917831052950.56,25683672542543.7,1,2020,3,2020,2,5,28
337,2020-05-27,19658553133164.41,5924584231072.98,25583137364237.39,1,2020,3,2020,2,5,27
338,2020-05-26,19658296114369.51,5945672835535.19,25603968949904.7,1,2020,3,2020,2,5,26
339,2020-05-22,19568918500579.08,5944402929077.18,25513321429656.26,1,2020,3,2020,2,5,22
340,2020-05-21,19528469870929.41,5938294468005.81,25466764338935.22,1,2020,3,2020,2,5,21
341,2020-05-20,19429375108045.77,5931634899970.34,25361010008016.11,1,2020,3,2020,2,5,20
342,2020-05-19,19427688296012.27,5949602896408.83,25377291192421.1,1,2020,3,2020,2,5,19
343,2020-05-18,19376511582630.18,5934894388602.0,25311405971232.18,1,2020,3,2020,2,5,18
344,2020-05-15,19377052324026.68,5928559259350.58,25305611583377.26,1,2020,3,2020,2,5,15
345,2020-05-14,19340394561836.48,5927170151127.14,25267564712963.62,1,2020,3,2020,2,5,14
346,2020-05-13,19261307376968.67,5927450448145.19,25188757825113.86,1,2020,3,2020,2,5,13
347,2020-05-12,19260331227697.98,5944101967838.76,25204433195536.74,1,2020,3,2020,2,5,12
348,2020-05-11,19218863862523.55,5937836258427.25,25156700120950.8,1,2020,3,2020,2,5,11
349,2020-05-08,19219017143894.46,5934089235693.18,25153106379587.64,1,2020,3,2020,2,5,8
350,2020-05-07,19218562087514.65,5923838367730.89,25142400455245.54,1,2020,3,2020,2,5,7
351,2020-05-06,19148593687461.43,5909935114680.99,25058528802142.42,1,2020,3,2020,2,5,6
352,2020-05-05,19148572794844.95,5909351228561.85,25057924023406.8,1,2020,3,2020,2,5,5
353,2020-05-04,19053015574637.83,5895968126279.01,24948983700916.84,1,2020,3,2020,2,5,4
354,2020-05-01,19053597245289.71,5867728731524.78,24921325976814.49,1,2020,3,2020,2,5,1
355,2020-04-30,19053618801919.97,5920553066244.38,24974171868164.35,1,2020,3,2020,2,4,30
356,2020-04-29,18926928003279.46,5927150683993.06,24854078687272.52,1,2020,3,2020,2,4,29
357,2020-04-28,18869904429345.09,5932533865762.78,24802438295107.87,1,2020,3,2020,2,4,28
358,2020-04-27,18778813137549.29,5933492311045.6,24712305448594.89,1,2020,3,2020,2,4,27
359,2020-04-24,18778402028693.55,5932227058250.78,24710629086944.33,1,2020,3,2020,2,4,24
360,2020-04-23,18777828897162.24,5927326437700.61,24705155334862.85,1,2020,3,2020,2,4,23
361,2020-04-22,18686805288333.26,5922538262033.55,24609343550366.81,1,2020,3,2020,2,4,22
362,2020-04-21,18621943243238.81,5944904606325.23,24566847849564.04,1,2020,3,2020,2,4,21
363,2020-04-20,18523661184040.95,5937213874851.27,24460875058892.22,1,2020,3,2020,2,4,20
364,2020-04-17,18523734410806.52,5934200440269.83,24457934851076.35,1,2020,3,2020,2,4,17
365,2020-04-16,18524301170741.25,5940990009971.86,24465291180713.11,1,2020,3,2020,2,4,16
366,2020-04-15,18441034071127.88,5942892026233.98,24383926097361.86,1,2020,3,2020,2,4,15
367,2020-04-14,18338500813636.89,5963277630312.32,24301778443949.21,1,2020,3,2020,2,4,14
368,2020-04-13,18230750748315.02,5962339872819.78,24193090621134.8,1,2020,3,2020,2,4,13
369,2020-04-10,18230748262703.22,5980327611008.67,24211075873711.89,1,2020,3,2020,2,4,10
370,2020-04-09,18230730588326.65,5990940150877.7,24221670739204.35,1,2020,3,2020,2,4,9
371,2020-04-08,18110326875954.74,6001505173930.16,24111832049884.9,1,2020,3,2020,2,4,8
372,2020-04-07,18004963300482.19,6006560016171.17,24011523316653.36,1,2020,3,2020,2,4,7
373,2020-04-06,17919267151226.25,5997945512631.34,23917212663857.59,1,2020,3,2020,2,4,6
374,2020-04-03,17918595311923.59,5989735061841.82,23908330373765.41,1,2020,3,2020,2,4,3
375,2020-04-02,17834239216864.28,5999588971994.26,23833828188858.54,1,2020,3,2020,2,4,2
376,2020-04-01,17719077528190.93,5983182830719.25,23702260358910.18,1,2020,3,2020,2,4,1
377,2020-03-31,17674771266474.08,6012099546166.0,23686870812640.08,1,2020,2,2020,1,3,31
378,2020-03-30,17554731018699.21,6010324969544.04,23565055988243.25,1,2020,2,2020,1,3,30
379,2020-03-27,17553231839939.21,5981808048557.21,23535039888496.42,1,2020,2,2020,1,3,27
380,2020-03-26,17535603326374.89,5979198664130.74,23514801990505.63,1,2020,2,2020,1,3,26
381,2020-03-25,17530771851107.63,6011750886314.88,23542522737422.51,1,2020,2,2020,1,3,25
382,2020-03-24,17530592687171.67,6020993346212.75,23551586033384.42,1,2020,2,2020,1,3,24
383,2020-03-23,17507401138252.23,6010453915906.78,23517855054159.01,1,2020,2,2020,1,3,23
384,2020-03-20,17506352913010.65,6008182077907.88,23514534990918.53,1,2020,2,2020,1,3,20
385,2020-03-19,17505933295301.02,6009728152255.63,23515661447556.65,1,2020,2,2020,1,3,19
386,2020-03-18,17506638952920.28,6006952045253.8,23513590998174.08,1,2020,2,2020,1,3,18
387,2020-03-17,17506099534102.63,6021994383555.02,23528093917657.65,1,2020,2,2020,1,3,17
388,2020-03-16,17495252134765.03,6005506923878.49,23500759058643.52,1,2020,2,2020,1,3,16
389,2020-03-13,17441348876495.7,6001049359377.36,23442398235873.06,1,2020,2,2020,1,3,13
390,2020-03-12,17438473384294.44,6001449642963.93,23439923027258.37,1,2020,2,2020,1,3,12
391,2020-03-11,17484869638273.14,5998175732142.33,23483045370415.47,1,2020,2,2020,1,3,11
392,2020-03-10,17484257950944.52,6014439295387.99,23498697246332.51,1,2020,2,2020,1,3,10
393,2020-03-09,17470244172300.89,6003294663716.14,23473538836017.03,1,2020,2,2020,1,3,9
394,2020-03-06,17470002273480.2,5998665528467.58,23468667801947.78,1,2020,2,2020,1,3,6
395,2020-03-05,17469371163304.52,5999788699919.56,23469159863224.08,1,2020,2,2020,1,3,5
396,2020-03-04,17463941870439.26,5996660991084.0,23460602861523.26,1,2020,2,2020,1,3,4
397,2020-03-03,17458614220504.75,5996202564806.56,23454816785311.31,1,2020,2,2020,1,3,3
398,2020-03-02,17445649600708.22,5995195501723.68,23440845102431.9,1,2020,2,2020,1,3,2
399,2020-02-28,17413049915879.8,5996909234363.83,23409959150243.63,1,2020,2,2020,1,2,28
400,2020-02-27,17387809848199.62,6034876946308.25,23422686794507.87,1,2020,2,2020,1,2,27
401,2020-02-26,17389166301912.36,6037414308797.6,23426580610709.96,1,2020,2,2020,1,2,26
402,2020-02-25,17389166532970.41,6049647825300.09,23438814358270.5,1,2020,2,2020,1,2,25
403,2020-02-24,17365321695717.52,6040987908210.21,23406309603927.73,1,2020,2,2020,1,2,24
404,2020-02-21,17365452897838.3,6032577031339.42,23398029929177.72,1,2020,2,2020,1,2,21
405,2020-02-20,17364593991112.41,6027999926067.54,23392593917179.95,1,2020,2,2020,1,2,20
406,2020-02-19,17325696041762.02,6027522956398.81,23353218998160.83,1,2020,2,2020,1,2,19
407,2020-02-18,17325065170525.81,6025950212857.97,23351015383383.78,1,2020,2,2020,1,2,18
408,2020-02-14,17288287556566.37,6016522567520.97,23304810124087.34,1,2020,2,2020,1,2,14
409,2020-02-13,17288291326720.19,6017005824413.78,23305297151133.97,1,2020,2,2020,1,2,13
410,2020-02-12,17259686140675.27,6014412810818.81,23274098951494.08,1,2020,2,2020,1,2,12
411,2020-02-11,17259765072099.52,6030569483582.84,23290334555682.36,1,2020,2,2020,1,2,11
412,2020-02-10,17233671419422.3,6022684697752.75,23256356117175.05,1,2020,2,2020,1,2,10
413,2020-02-07,17233860739553.31,6017169208404.46,23251029947957.77,1,2020,2,2020,1,2,7
414,2020-02-06,17233617253756.13,6019301405722.35,23252918659478.48,1,2020,2,2020,1,2,6
415,2020-02-05,17231851760064.99,6014663042399.93,23246514802464.92,1,2020,2,2020,1,2,5
416,2020-02-04,17231339167986.9,6014335863903.31,23245675031890.21,1,2020,2,2020,1,2,4
417,2020-02-03,17210560808395.08,5995320000062.71,23205880808457.79,1,2020,2,2020,1,2,3
418,2020-01-31,17212634807910.27,6011178074802.87,23223812882713.14,1,2020,2,2020,1,1,31
419,2020-01-30,17194272626660.47,6057290260703.85,23251562887364.32,1,2020,2,2020,1,1,30
420,2020-01-29,17188840195892.68,6056246765052.62,23245086960945.3,1,2020,2,2020,1,1,29
421,2020-01-28,17188354212009.22,6055571016168.97,23243925228178.19,1,2020,2,2020,1,1,28
422,2020-01-27,17176269107221.96,6046084094674.47,23222353201896.43,1,2020,2,2020,1,1,27
423,2020-01-24,17176424212742.16,6033276393018.84,23209700605761.0,1,2020,2,2020,1,1,24
424,2020-01-23,17176161533753.88,6030443690561.84,23206605224315.72,1,2020,2,2020,1,1,23
425,2020-01-22,17176915487937.35,6028302830336.66,23205218318274.01,1,2020,2,2020,1,1,22
426,2020-01-21,17177048615525.42,6033365301792.43,23210413917317.85,1,2020,2,2020,1,1,21
427,2020-01-17,17181334850319.92,6029890098050.99,23211224948370.91,1,2020,2,2020,1,1,17
428,2020-01-16,17181120501870.3,6023210997559.38,23204331499429.68,1,2020,2,2020,1,1,16
429,2020-01-15,17178181916235.2,6015912304482.11,23194094220717.31,1,2020,2,2020,1,1,15
430,2020-01-14,17147212900497.28,6021792610713.91,23169005511211.19,1,2020,2,2020,1,1,14
431,2020-01-13,17156747242357.46,6013065716482.34,23169812958839.8,1,2020,2,2020,1,1,13
432,2020-01-10,17156730423383.93,6010420553955.15,23167150977339.08,1,2020,2,2020,1,1,10
433,2020-01-09,17156951436901.08,6010945161191.49,23167896598092.57,1,2020,2,2020,1,1,9
434,2020-01-08,17157849214410.19,6004903652551.12,23162752866961.31,1,2020,2,2020,1,1,8
435,2020-01-07,17156739031334.51,6020202093992.42,23176941125326.93,1,2020,2,2020,1,1,7
436,2020-01-06,17164653477030.9,6012491408110.99,23177144885141.89,1,2020,2,2020,1,1,6
437,2020-01-03,17163322135882.56,6007124192808.07,23170446328690.63,1,2020,2,2020,1,1,3
438,2020-01-02,17162410209193.34,6009588924637.43,23171999133830.77,1,2020,2,2020,1,1,2
439,2019-12-31,17170442487631.56,6030937647175.17,23201380134806.73,1,2020,1,2019,4,12,31
440,2019-12-30,17133687951263.3,5975139843829.56,23108827795092.86,1,2020,1,2019,4,12,30
441,2019-12-27,17133179633230.29,5974589706602.12,23107769339832.41,1,2020,1,2019,4,12,27
442,2019-12-26,17114921532287.18,5972400639188.75,23087322171475.93,1,2020,1,2019,4,12,26
443,2019-12-24,17116045374902.84,5963938068506.9,23079983443409.74,1,2020,1,2019,4,12,24
444,2019-12-23,17132275166528.98,5981905300101.58,23114180466630.56,1,2020,1,2019,4,12,23
445,2019-12-20,17131413769703.14,5955271472320.52,23086685242023.66,1,2020,1,2019,4,12,20
446,2019-12-19,17131574400641.15,5956009095719.03,23087583496360.18,1,2020,1,2019,4,12,19
447,2019-12-18,17132697641060.15,5966856183994.63,23099553825054.78,1,2020,1,2019,4,12,18
448,2019-12-17,17130346074574.3,5981118871031.47,23111464945605.77,1,2020,1,2019,4,12,17
449,2019-12-16,17141625359793.44,5966557649720.72,23108183009514.16,1,2020,1,2019,4,12,16
450,2019-12-13,17088790373343.72,5961651806966.04,23050442180309.76,1,2020,1,2019,4,12,13
451,2019-12-12,17088776732111.07,5964943380167.07,23053720112278.14,1,2020,1,2019,4,12,12
452,2019-12-11,17105930691931.67,5963469881287.59,23069400573219.26,1,2020,1,2019,4,12,11
453,2019-12-10,17104589566400.81,5978501865873.8,23083091432274.61,1,2020,1,2019,4,12,10
454,2019-12-09,17123396867371.36,5973585563902.61,23096982431273.97,1,2020,1,2019,4,12,9
455,2019-12-06,17123206920733.52,5966843271253.47,23090050191986.99,1,2020,1,2019,4,12,6
456,2019-12-05,17122608802571.39,5968526353309.86,23091135155881.25,1,2020,1,2019,4,12,5
457,2019-12-04,17123729318548.02,5966184780449.53,23089914098997.55,1,2020,1,2019,4,12,4
458,2019-12-03,17122442409062.3,5965828341899.47,23088270750961.77,1,2020,1,2019,4,12,3
459,2019-12-02,17133902192278.59,5971073106850.13,23104975299128.72,1,2020,1,2019,4,12,2
460,2019-11-29,17105420783631.03,5970778150916.67,23076198934547.7,1,2020,1,2019,4,11,29
461,2019-11-27,17072351276237.79,6003714120196.29,23076065396434.08,1,2020,1,2019,4,11,27
462,2019-11-26,17071257086475.21,6021932712936.84,23093189799412.05,1,2020,1,2019,4,11,26
463,2019-11-25,17060306138874.47,6012424356441.07,23072730495315.54,1,2020,1,2019,4,11,25
464,2019-11-22,17059820593055.93,6012021561108.74,23071842154164.67,1,2020,1,2019,4,11,22
465,2019-11-21,17059142871902.76,5992105240170.92,23051248112073.68,1,2020,1,2019,4,11,21
466,2019-11-20,17050292172908.28,6003128250600.77,23053420423509.05,1,2020,1,2019,4,11,20
467,2019-11-19,17048355480877.07,6017821390918.82,23066176871795.89,1,2020,1,2019,4,11,19
468,2019-11-18,17045852074072.08,6004928791951.75,23050780866023.83,1,2020,1,2019,4,11,18
469,2019-11-15,17045105021855.79,5998577053060.12,23043682074915.91,1,2020,1,2019,4,11,15
470,2019-11-14,17022143220211.93,5994520407447.45,23016663627659.38,1,2020,1,2019,4,11,14
471,2019-11-13,17009935889179.38,5994921865367.88,23004857754547.26,1,2020,1,2019,4,11,13
472,2019-11-12,17009766613761.61,6005323130329.02,23015089744090.63,1,2020,1,2019,4,11,12
473,2019-11-08,17004584006573.19,6001752127491.23,23006336134064.42,1,2020,1,2019,4,11,8
474,2019-11-07,17004656452724.54,5999366480734.91,23004022933459.45,1,2020,1,2019,4,11,7
475,2019-11-06,16990346243791.22,5995487779019.95,22985834022811.17,1,2020,1,2019,4,11,6
476,2019-11-05,16990131413110.42,5995884119195.93,22986015532306.35,1,2020,1,2019,4,11,5
477,2019-11-04,16979202987130.2,5986504946835.32,22965707933965.52,1,2020,1,2019,4,11,4
478,2019-11-01,16979126135934.57,5974098108084.3,22953224244018.87,1,2020,1,2019,4,11,1
479,2019-10-31,16981310915367.49,6027098649127.5,23008409564494.99,1,2020,1,2019,4,10,31
480,2019-10-30,16931770448757.39,6031456037850.99,22963226486608.38,1,2020,1,2019,4,10,30
481,2019-10-29,16930793643091.26,6035526247495.21,22966319890586.47,1,2020,1,2019,4,10,29
482,2019-10-28,16919472433392.3,6031065866467.41,22950538299859.71,1,2020,1,2019,4,10,28
483,2019-10-25,16919260555240.92,6029651416225.56,22948911971466.48,1,2020,1,2019,4,10,25
484,2019-10-24,16919308704863.87,6023850983912.06,22943159688775.93,1,2020,1,2019,4,10,24
485,2019-10-23,16904659048361.14,6021943176226.26,22926602224587.4,1,2020,1,2019,4,10,23
486,2019-10-22,16903297018125.32,6037642187202.68,22940939205328.0,1,2020,1,2019,4,10,22
487,2019-10-21,16892961507239.77,6029492968085.73,22922454475325.5,1,2020,1,2019,4,10,21
488,2019-10-18,16893139099180.82,6025754302156.4,22918893401337.22,1,2020,1,2019,4,10,18
489,2019-10-17,16893171764066.81,6025622998409.33,22918794762476.14,1,2020,1,2019,4,10,17
490,2019-10-16,16876992286322.34,6020820684906.52,22897812971228.86,1,2020,1,2019,4,10,16
491,2019-10-15,16875489754055.11,6027399269024.16,22902889023079.27,1,2020,1,2019,4,10,15
492,2019-10-11,16825472625533.73,6018144955819.91,22843617581353.64,1,2020,1,2019,4,10,11
493,2019-10-10,16825548997915.93,6017200112254.66,22842749110170.59,1,2020,1,2019,4,10,10
494,2019-10-09,16808686016948.99,6015172713100.54,22823858730049.53,1,2020,1,2019,4,10,9
495,2019-10-08,16808699625202.65,6030653462949.63,22839353088152.28,1,2020,1,2019,4,10,8
496,2019-10-07,16817661721629.09,6019243405860.13,22836905127489.22,1,2020,1,2019,4,10,7
497,2019-10-04,16817669845663.51,6016759920537.53,22834429766201.04,1,2020,1,2019,4,10,4
498,2019-10-03,16818109419010.97,6011346270897.65,22829455689908.62,1,2020,1,2019,4,10,3
499,2019-10-02,16804268345666.79,6023266654862.86,22827535000529.65,1,2020,1,2019,4,10,2
500,2019-10-01,16803227280467.93,5995252461853.99,22798479742321.92,1,2020,1,2019,4,10,1
501,2019-09-30,16809092325171.8,5910309428261.98,22719401753433.78,1,2019,4,2019,3,9,30
502,2019-09-27,16764390251004.74,5858294423359.69,22622684674364.43,1,2019,4,2019,3,9,27
503,2019-09-26,16746339300499.33,5863618318308.81,22609957618808.14,1,2019,4,2019,3,9,26
504,2019-09-25,16733463541338.65,5873964828449.99,22607428369788.64,1,2019,4,2019,3,9,25
505,2019-09-24,16733330036854.81,5889440653147.18,22622770690001.99,1,2019,4,2019,3,9,24
506,2019-09-23,16737256715576.25,5873197137817.31,22610453853393.56,1,2019,4,2019,3,9,23
